procedure_id,code_id,brand,market,appliance_type,code,rank,rank_basis,title,steps,diy_difficulty,est_labor_minutes,parts_cost_min,parts_cost_max,cost_currency,cost_year,source_type,source_url
229,305,Samsung,UK,washer,13E,1,manufacturer_first,Power-cycle and wait,"Wait briefly or power-cycle, then restart the programme.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
68,62,Samsung,US,washer,1C,1,manufacturer_first,Check for leaks and suds,Inspect hoses for kinks and leaks and run an empty cycle to confirm no excess suds are present.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
218,294,Samsung,UK,washer,1C,1,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
70,64,Samsung,US,washer,3C,1,manufacturer_first,Reset then service,"Power off for two to three minutes and restart; if the motor fault returns, request service.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
219,295,Samsung,UK,washer,3C,1,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme; request service if the motor fault returns.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
220,296,Samsung,UK,washer,3CP,1,manufacturer_first,Restart the cycle,Restart the cycle; request service if the control fault returns.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
63,57,Samsung,US,washer,4C,1,manufacturer_first,Restore the water supply,"Confirm the hoses are connected without kinks, open the supply valves fully, seat the drain hose correctly, and power-cycle for one minute.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
221,297,Samsung,UK,washer,4C,1,manufacturer_first,Restore the water supply,"Open the tap fully, confirm supply pressure is within 0.5 to 8 bar, clean the mesh filter, and check the hose for kinks.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
222,298,Samsung,UK,washer,4C2,1,manufacturer_first,Connect to the cold supply,"Ensure the inlet hose is connected to the cold (blue) tap, not the hot supply.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
61,56,Samsung,US,washer,5C,1,manufacturer_first,Clear the drain path,"Check the drain hose and drain filter for clogs or kinks, clear them, then restart the cycle.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
223,299,Samsung,UK,washer,5C,1,manufacturer_first,Clear the drain,"Empty via the emergency drain hose, clean the pump filter, and check the drain hose for blockages or kinks.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
62,56,Samsung,US,washer,5C,2,cost_ascending,Replace the drain pump,"If the drain path is clear and the code returns, disconnect power and water, open the lower access panel, and replace the drain pump (the component Samsung attributes to this code).",moderate,,38.0,189.95,USD,2026.0,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
224,300,Samsung,UK,washer,6E,1,manufacturer_first,Request professional service,Samsung directs water-heater faults to the Service Centre.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
225,301,Samsung,UK,washer,8C,1,manufacturer_first,Power-cycle the washer,Power off and restart the cycle.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
226,302,Samsung,UK,washer,9C1,1,manufacturer_first,Check the power supply,Verify the power supply and plug connection deliver stable voltage.,moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
230,306,Samsung,UK,washer,CB,1,manufacturer_first,Let calibration finish,Verify the cold water supply and allow the calibration cycle to complete.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
66,61,Samsung,US,washer,DC,1,manufacturer_first,Secure the door,"Confirm the latch is intact, clear anything caught in the door, and close it firmly until it locks.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
231,307,Samsung,UK,washer,DC,1,manufacturer_first,Secure the door,Ensure the door is fully closed with nothing trapped in it.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
67,61,Samsung,US,washer,DC,2,cost_ascending,Replace the door lock,"If the latch is intact and the door still reads open, disconnect power and replace the door lock switch assembly.",advanced,,26.92,49.01,USD,2026.0,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
233,309,Samsung,UK,washer,DDC,1,manufacturer_first,Close and resume,Close the AddWash door and press Start/Pause to resume.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
232,308,Samsung,UK,washer,DE2,1,manufacturer_first,Rest and retry,"Power off, wait five minutes, and try again.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
234,310,Samsung,UK,washer,E3,1,manufacturer_first,Reduce detergent and reset,"Use less detergent, then power-cycle and restart.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
235,311,Samsung,UK,washer,E4,1,manufacturer_first,Rebalance the load,"Redistribute the laundry, or add items to balance a small load.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
236,312,Samsung,UK,washer,EA,1,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
237,313,Samsung,UK,washer,EC,1,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
238,314,Samsung,UK,washer,FE,1,manufacturer_first,Request professional service,Samsung directs fan faults to the Service Centre.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
71,65,Samsung,US,washer,HC,1,manufacturer_first,Basic reset,"Power off for two to three minutes, power on, and restart the cycle; contact support if it persists.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
239,315,Samsung,UK,washer,HE2,1,manufacturer_first,Request professional service,The dryer heater shut down for safety; contact the Service Centre.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
240,316,Samsung,UK,washer,HE3,1,manufacturer_first,Request professional service,Samsung directs steam-function faults to the Service Centre.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
241,317,Samsung,UK,washer,HOT,1,manufacturer_first,Let it cool,Not a fault: the fan runs until the appliance cools to about 55 degrees Celsius.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
64,59,Samsung,US,washer,OC,1,manufacturer_first,Address the overflow,Follow the drainage checks to remove excess water and inspect for a stuck water valve or level sensor.,moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
242,318,Samsung,UK,washer,PLO,1,manufacturer_first,Check socket and fuse,"Power-cycle, check the socket, and replace the plug fuse if needed.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
69,63,Samsung,US,washer,SUD,1,manufacturer_first,Clear the suds,"Run an empty cycle with no additives until the suds clear, then reduce detergent going forward.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
65,60,Samsung,US,washer,UB,1,manufacturer_first,Rebalance the load,"Untangle and redistribute the laundry evenly in the tub, close the door, and restart.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
243,319,Samsung,UK,washer,UC,1,manufacturer_first,Stabilize the supply,Connect directly to a wall socket without extension cables and verify the supply.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
206,245,Whirlpool,US,dryer,AF,1,manufacturer_first,Clear the vent,"Check the lint screen and vent for blockages, and straighten any crushed or kinked duct sections.",easy,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
207,246,Whirlpool,US,dryer,F01,1,manufacturer_first,Request professional service,Whirlpool directs F-series control faults to service; the primary control board has failed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
208,247,Whirlpool,US,dryer,F02,1,manufacturer_first,Request professional service,Whirlpool directs F-series control faults to service; the keypad or user interface has failed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
209,248,Whirlpool,US,dryer,F06,1,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the door lock diagnosed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
210,249,Whirlpool,US,dryer,F20,1,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the heating element diagnosed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
211,250,Whirlpool,US,dryer,F24,1,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the control communication diagnosed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
212,251,Whirlpool,US,dryer,F25,1,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the control communication diagnosed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
213,252,Whirlpool,US,dryer,F26,1,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the motor drive diagnosed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
214,253,Whirlpool,US,dryer,F29,1,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the moisture sensor diagnosed.,professional_only,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
215,254,Whirlpool,US,dryer,F30,1,manufacturer_first,Clear the vent,"Check the lint screen and vent for blockages, and straighten any crushed or kinked duct sections.",easy,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
216,255,Whirlpool,US,dryer,F31,1,manufacturer_first,Check the power supply,Verify the home power supply and breaker deliver correct voltage to the dryer; low line voltage keeps the heater from turning on.,moderate,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
217,256,Whirlpool,US,dryer,PF,1,manufacturer_first,Restart after the outage,"Restart the drying cycle, or press Power to clear the display.",easy,,,,USD,,aggregator_listing,https://www.appliancecodehub.com/whirlpool/dryer/
205,244,Whirlpool,US,oven_range,CAL,1,manufacturer_first,Exit calibration mode,Follow the owner's manual calibration procedure to exit the mode.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
195,234,Whirlpool,US,oven_range,F0E0,1,manufacturer_first,Power-cycle the range,"Switch the breaker off for one minute, restore power, and monitor for one minute; request service if the code returns.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
196,235,Whirlpool,US,oven_range,F1,1,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the sensor code returns, service the sensor, control, or wiring.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
197,236,Whirlpool,US,oven_range,F2E1,1,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the keypad code returns, service the interface, control, or wiring.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
198,237,Whirlpool,US,oven_range,F3E0,1,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the sensor code returns, service the sensor, control, or wiring.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
199,238,Whirlpool,US,oven_range,F3E2,1,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the code returns, service the oven or warming-drawer sensor wiring.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
200,239,Whirlpool,US,oven_range,F8E0,1,manufacturer_first,Clear the cooling airflow,"Check for airflow restrictions around the cooling fan, then power-cycle at the breaker; service the fan or wiring if the code returns.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
201,240,Whirlpool,US,oven_range,F9E0,1,manufacturer_first,Have the wiring verified,Have a qualified electrician verify the wiring and supply voltage; avoid pressing keys during the ten-second power-up delay after outages.,professional_only,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
203,242,Whirlpool,US,oven_range,LOC,1,manufacturer_first,Disable the control lock,Follow the owner's manual procedure to turn off the control lock feature.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
202,241,Whirlpool,US,oven_range,PF,1,manufacturer_first,Clear the power-failure code,Press Cancel and reset the time-of-day clock if needed.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
204,243,Whirlpool,US,oven_range,SAB,1,manufacturer_first,Exit Sabbath mode,Follow the owner's manual procedure for entering and exiting Sabbath mode.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
114,128,Whirlpool,US,washer,DET,1,manufacturer_first,Reseat the detergent cartridge,Insert the dispenser cartridge correctly and close the drawer fully; ignore the message when using single-dose packs.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
125,137,Whirlpool,US,washer,DRN,1,manufacturer_first,Review the installation,Slow draining is often an installation issue; verify the drain setup and schedule service if it persists.,moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
118,132,Whirlpool,US,washer,F5E2,1,manufacturer_first,Clear the door and reset,"Remove anything blocking the door so it closes fully, then press Pause/Cancel twice and Power once to clear.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
119,132,Whirlpool,US,washer,F5E2,2,cost_ascending,Replace the door latch,"If nothing blocks the door and the lock error returns after clearing, disconnect power and replace the door latch assembly.",advanced,,38.87,104.36,USD,2026.0,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
120,133,Whirlpool,US,washer,F7E1,1,manufacturer_first,Check bolts and load,"Confirm all shipping bolts were removed and the drum is not overloaded, then press Pause/Cancel twice and Power once.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
121,134,Whirlpool,US,washer,F8E1,1,manufacturer_first,Open the water supply,"Turn the household supply on, open both faucets fully, straighten kinked inlet hoses, and remove any anti-flood devices.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
122,135,Whirlpool,US,washer,F8E2,1,manufacturer_first,Clean the dispenser,Check the detergent drawer or cartridge for clogged detergent and clean it out.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
123,136,Whirlpool,US,washer,F9E1,1,manufacturer_first,Clear the drain path,"Straighten or unclog the drain hose, fit the U-shaped form, keep the standpipe between 39 and 96 inches, and use HE detergent.",moderate,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
124,136,Whirlpool,US,washer,F9E1,2,cost_ascending,Replace the drain pump,"If the drain path is clear and draining still exceeds eight minutes, disconnect power and water, open the access panel, and replace the drain pump.",advanced,,80.83,122.93,USD,2026.0,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
126,138,Whirlpool,US,washer,HC,1,manufacturer_first,Swap the hoses,"Turn off the water supply, reverse the hot and cold inlet hoses, and run a cycle to confirm.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
115,129,Whirlpool,US,washer,INT,1,manufacturer_first,Clear the interrupted cycle,"Press Pause/Cancel twice and Power once; if the code stays, disconnect power for five minutes.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
127,139,Whirlpool,US,washer,LDL,1,manufacturer_first,Clear the lid lock,Remove items from under the lid and clean detergent buildup around the lid-lock mechanism.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
128,140,Whirlpool,US,washer,LDU,1,manufacturer_first,Clear the washer top,Remove objects such as a laundry basket from the top of the washer so the lid can unlock.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
129,141,Whirlpool,US,washer,LID,1,manufacturer_first,Close the lid,"Close the lid to clear the display; if the tub drained after ten minutes, restart without adding more detergent.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
113,127,Whirlpool,US,washer,LOC,1,manufacturer_first,Release the control lock,Press (or press and hold) the Control Lock button; on older models the owner's manual identifies which button toggles the lock.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
130,142,Whirlpool,US,washer,OFB,1,manufacturer_first,Rebalance the load,"Redistribute items loosely and evenly around the washplate, close the lid, and press Start/Pause; use the Bulky cycle for oversized items.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
131,143,Whirlpool,US,washer,OL,1,manufacturer_first,Lighten the load,"Remove several items, add HE detergent, close the lid, and press Start/Pause.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
132,144,Whirlpool,US,washer,PF,1,manufacturer_first,Restart after the outage,"Touch and hold Start to resume the cycle, or press Power to clear the display.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
116,130,Whirlpool,US,washer,RL,1,manufacturer_first,Empty the drum,Remove all items from the drum and restart the Clean Washer cycle.,easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
117,131,Whirlpool,US,washer,SUD,1,manufacturer_first,Cut the suds,"Switch to HE detergent, avoid no-splash chlorine bleach, and confirm the drain hose is not kinked or clogged.",easy,,,,USD,,manufacturer_listing,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
